rkd_term,aat_id,aat_labels,broader_terms
coppersmith,300025318,copper-smith; copper-smiths; coppersmith; coppersmith's; coppersmiths; coppersmiths'; kopersmeden; kopersmid,"metaalbewerkers; metaalwerker; metaalwerker naar type metaal; metaalwerkers; metaalwerkers naar type metaal; metal smiths; metal-worker; metal-workers; metalsmith; metalsmiths; metalworker; metalworker's; metalworkers; metalworkers by type of metal; metalworkers'; smiths; smiths, metal"
resin,300012882,hars; resin; resins,"materiaal naar samenstelling; material, organic; materialen naar samenstelling; materials by composition; matter, organic; organic material; organic matter; organisch materiaal"
papier-mâché,300014245,paper-mache; papier mache; papier mâché; papier-maché; papier-mâché,fiber and fiber by product; fiber by product; vezel en vezelproduct; vezel en vezelproducten; vezelproduct; vezelproducten
lutheran,300153842,lutheraans; lutheran; lutheranism; luthers,christelijk; christendom; christian; christianity; protestant; protestantism; protestantisme
court artist,300386302,"artists, court; court artist; court artists; hofkunstenaar; hofkunstenaars",artist; artist's; artists; artists by status or location; artists'; kunstenaar; kunstenaars; kunstenaars naar status of locatie
photolithograph,300154386,fotolithografie; fotolithografieën; photolithograph; photolithographs,"fotomechanische afdruk; fotomechanische afdrukken; photomechanical print; photomechanical prints; photomechanical reproductions; photomechanicals; prent naar procedé: overdrachtmethode; prenten naar procedé: overdrachtmethoden; prints by process: transfer method; prints, photomechanical; prints, process; process prints; process reproductions; reproductions, photomechanical"
gum bichromate,300053501,"bi-gum; bi-gum process; bichromate, gum; gomdruk; gum bichromate; gum bichromate method; gum bichromate printing; gum bichromate printing process; gum bichromate process; gum dichromate; gum printing; gum process; gum-bichromate; gum-bichromate process; gum-pigment process; printing, gum",bichromaat procedé; bichromate procedés; bichromate process; bichromate processes; bichromated pigment processes; dichromate processes; pigment processes; pigmentdruk
pannotype,300387574,pannotype; pannotypes; panotype; panotypes; panotypie,"camera originals; direct image photographs; direct positief; direct positive; direct positives; directe positieven; originals, camera; photographs, direct image; photographs, unique image; positief; positieven; positive; positives; positives, direct; unique image photographs"
aerial photography,300053443,"aerial photography; aerophotography; air photography; airborne photography; luchtfotografie; photography, aerial; photography, air","fotografische opnametechnieken; fotografische opnametechnieken naar locatie of context; picture-taking technique; picture-taking techniques; picture-taking techniques by location or context; techniques, picture-taking"
mayor,300025468,burgemeester; burgemeesters; mayor; mayor's; mayors; mayors',"functionaris; functionarissen; government officials; officer; officer's; officers; officers'; officers, public; overheidsfunctionaris; overheidsfunctionarissen; public officer; public officer's; public officers; public officers'; public officials"
weaver,300025367,weaver; weaver's; weavers; weavers'; wever; wevers,"people in crafts and trades by material; personen in ambachten en beroepen naar materiaal; textielwerker; textielwerkers; textile worker; textile worker's; textile workers; textile workers'; workers, textile"
botanist,300025791,botanist; botanist's; botanisten; botanists; botanists'; plantkundige; plantkundigen,biologen; biologist; biologist's; biologists; biologists'; bioloog; scientist; scientist's; scientists; scientists'; wetenschapper; wetenschappers; wetenschapsmensen
missionary,300025764,missionaries; missionaries'; missionaris; missionarissen; missionary; missionary's,people in religion; people in religion and related occupations; person in religion; personen in de religie; personen in de religie en aanverwante beroepen
diplomat,300025462,diplomaat; diplomat; diplomat's; diplomaten; diplomats; diplomats',people by occupation; people in administration and government; personen in regering en bestuur; personen naar beroep
aruban,300387756,arubaans; aruban,"american regions; amerikaanse gebieden; caribbean; caribisch; regions, american"
liechtenstein,300386388,liechtenstein; liechtensteiner; liechtensteins,"european; european regions; europees; europese landstreken; europese stijlen en perioden; regions, european"
optician,300237213,optician; optician's; opticians; opticians'; opticiën; opticiëns,people in crafts and trades; people in crafts and trades by product; personen in ambachten en beroepen; personen in ambachten en beroepen naar product
palestinian,300107688,palestijns; palestinian,levantijns; levantine; near eastern; syro-palestinian; van het nabije oosten
athlete,300236025,athlete; athlete's; athletes; athletes'; atleet; atleten; sportlieden; sportlui,human beings; humans; people; people by activity; person; personen; personen naar activiteit; persons; persoon
iraqi,300266821,iraaks; iraqi,asian; aziatisch; oriental; west asian; west-aziatisch; western asian
cabinetmaker,300025370,cabinet makers; cabinet-maker; cabinet-makers; cabinet-workers; cabinetmaker; cabinetmaker's; cabinetmakers; cabinetmakers'; kastenmaker; kastenmakers,"furniture worker; furniture worker's; furniture workers; furniture workers'; meubelmaker; meubelmakers; people in crafts and trades by product; personen in ambachten en beroepen naar product; workers, furniture"
aviation,300193782,aviation; luchtvaartkunde,aeronautical; aeronautics; aëronautiek; exacte wetenschap; luchtvaarttechniek; modern sciences; science; sciences; scientific; technologische wetenschappen
water transport,300068773,"scheepvaart; transport, water; vaart; water transport; water transportation",transport; transportation; transportation and related concepts; vervoer; vervoer en aanverwante begrippen
dutch east indian,300418042,colonial dutch east-indian; dutch east india; dutch east indian; dutch east indies; nederlands-indisch; nederlands-indonesisch; netherlands east-indian,"colonial, dutch; dutch colonial; nederlands koloniale stijl; netherlandish renaissance-baroque style; netherlandish renaissance-baroque styles; renaissance- en barokstijl in de nederlanden; renaissance- en barokstijlen in de nederlanden; styles, netherlandish renaissance-baroque"
cardboard,300014224,card board; card-board; cardboard; cardboards; karton,bordpapier; paper by form; papier naar vorm; pasteboard; pasteboards
retouching,300136723,geretoucheerd; retouched; retoucheren; retouching,alteration; altered; gewijzigd; herwerken; herwerkt; reworked; reworking; veranderen; wijzigen
intaglio printing,300053218,"diepdruk; gravure; intaglio; intaglio printing; intagliodruk; printing, intaglio",drukken; drukken en drukprocedés en -technieken; gedrukt; printed; printing; printing and printing processes and techniques
portrait photography,300451604,"photography, portrait; portrait photography; portretfotografie",fotograferen; fotografie; fotografie en fotografische procedés en technieken; fotografisch; photographic; photography; photography and photographic processes and techniques
pictorialism,300111559,pictorial; pictorialism; pictorialisme; pictorialist; pictorialistisch,modern european fine arts styles and movements; modern european styles and movements; moderne europese kunststijlen en stromingen; moderne europese stijlen en stromingen
newspaper,300026656,dagblad; dagbladen; krant; kranten; newspaper; newspapers; nieuwsblad; nieuwsbladen,feuilleton; feuilletons; publicatie; publicaties; publication; publications; serial; serial publications; serials; seriepublicatie; seriepublicaties
mother of pearl,300011835,"mother of pearl; mother-of-pearl; paarlemoer; parelmoer; pearl shell; pearl, mother of","animal material, combination inorganic/organic; animal shell and shell material; combinatie anorganisch/organisch dierlijk materiaal; combination inorganic/organic animal material; schelp en schelpmateriaal"
tortoise shell,300011837,"schildpad; shell, tortoise; tortoise shell; tortoiseshell","animal material; animal materials; dierlijk materiaal; keratinisch materiaal; keratinous material; material, animal; material, keratinous"
earthenware,300140803,aardewerk; earthen ware; earthenware; potterie,"ceramic ware; ceramics; keramiek; pottenbakkersgoed; pottery; ware, ceramics"
press photography,300054229,"journalistic photography; news photography; persfotografie; photo-reportage; photography, journalistic; photojournalism; photojournalist; photoreportage; press photography",fotograferen; fotografie; fotografie en fotografische procedés en technieken; fotografisch; photographic; photography; photography and photographic processes and techniques
architectural photography,300435151,"architectural photography; architectuurfotografie; photography, architectural","arts-related discipline; arts-related disciplines; disciplines, arts-related; fotografie; photography; vakgebied gerelateerd aan kunst; vakgebieden gerelateerd aan kunst"
cameo print,300127167,"cameefoto; cameefoto's; cameo print; cameo prints; prints, cameo; semi-emaille; semi-emailles","card photograph; card photographs; carte-de-visite; carte-de-visite photographs; cartes de visite; cartes de visite photographs; cartes-de-visite; fotografische kaart; fotografische kaarten; photographs, card; sure cards"
